state,date,fips,cases,deaths,state_code,test
South Carolina,2022-04-05,45,1469706,17650,SC,0.6365181628129295
South Dakota,2022-04-05,46,237109,2883,SD,0.9095498354329635
Tennessee,2022-04-05,47,1973017,25409,TN,0.367638047719557
Texas,2022-04-05,48,6692587,87649,TX,0.41078105042928836
Utah,2022-04-05,49,928148,4714,UT,0.2607001774716037
Vermont,2022-04-05,50,117309,620,VT,0.21318762833560767
Virgin Islands,2022-04-05,78,15708,111,,0.7288333856270973
Virginia,2022-04-05,51,1672450,19754,VA,0.2634379722786533
Washington,2022-04-05,53,1459312,12573,WA,0.5727114462834676
West Virginia,2022-04-05,54,498128,6716,WV,0.45249568100305504
Wisconsin,2022-04-05,55,1587490,14334,WI,0.023756307455041425
Wyoming,2022-04-05,56,156264,1796,WY,0.08637618078756637
Alabama,2022-04-06,1,1296357,19374,AL,0.6456648855276794
Alaska,2022-04-06,2,247078,1192,AK,0.5929613731968603
American Samoa,2022-04-06,60,4957,8,,0.9132528961995551
Arizona,2022-04-06,4,2014020,29681,AZ,0.5935003468605016
Arkansas,2022-04-06,5,833380,11296,AR,0.7446091904544045
California,2022-04-06,6,9118671,89273,CA,0.0616309826050464
Colorado,2022-04-06,8,1358449,12198,CO,0.11836349877749563
Connecticut,2022-04-06,9,739454,10795,CT,0.7892959975672225
Delaware,2022-04-06,10,260119,2871,DE,0.3207859739040524
District of Columbia,2022-04-06,11,137603,1331,DC,0.9026565011597162
Florida,2022-04-06,12,5858937,73456,FL,0.7182697399078305
Georgia,2022-04-06,13,2432257,35800,GA,0.06643632086132167
Guam,2022-04-06,66,48431,353,,0.11356293296177988
Hawaii,2022-04-06,15,235797,1379,HI,0.8821268599508563
Idaho,2022-04-06,16,444613,4895,ID,0.48227727390523767
Illinois,2022-04-06,17,3082210,37738,IL,0.5360178678196725
Indiana,2022-04-06,18,1692248,23460,IN,0.5606943954565783
Iowa,2022-04-06,19,759393,9454,IA,0.4415846632675693
Kansas,2022-04-06,20,771216,8421,KS,0.8631799424849889
Kentucky,2022-04-06,21,1326271,15045,KY,0.46406723926634263
Louisiana,2022-04-06,22,1233225,17162,LA,0.9961301632539327
Maine,2022-04-06,23,236985,2208,ME,0.37150406090724164
Maryland,2022-04-06,24,1014487,14365,MD,0.21088446455346932
Massachusetts,2022-04-06,25,1706160,20134,MA,0.6241346944232288
Michigan,2022-04-06,26,2386934,35736,MI,0.01608448053965328
Minnesota,2022-04-06,27,1432242,12669,MN,0.38683698927956744
Mississippi,2022-04-06,28,795408,12410,MS,0.3718299412469205
Missouri,2022-04-06,29,1428727,20172,MO,0.2889619594669768
Montana,2022-04-06,30,273039,3249,MT,0.27474621437279123
Nebraska,2022-04-06,31,477916,4164,NE,0.8601067158978517
Nevada,2022-04-06,32,714180,10136,NV,0.6870575765269599
New Hampshire,2022-04-06,33,303268,2457,NH,0.6511764225100737
New Jersey,2022-04-06,34,2208118,33280,NJ,0.448006203185622
New Mexico,2022-04-06,35,518705,7335,NM,0.23653472387338015
New York,2022-04-06,36,4999644,67369,NY,0.8516850558609822
North Carolina,2022-04-06,37,2635567,23267,NC,0.6780950621695794
North Dakota,2022-04-06,38,239970,2279,ND,0.5379992094411972
Northern Mariana Islands,2022-04-06,69,11158,33,,0.012053416172407405
Ohio,2022-04-06,39,2672801,38042,OH,0.7194193426727894
Oklahoma,2022-04-06,40,1035301,14010,OK,0.0711390351368677
Oregon,2022-04-06,41,705817,7225,OR,0.4066735881984548
Pennsylvania,2022-04-06,42,2785346,44370,PA,0.24131249208765615
Puerto Rico,2022-04-06,72,516787,4171,,0.46431483315978483
Rhode Island,2022-04-06,44,362635,3524,RI,0.5958944541560547
South Carolina,2022-04-06,45,1469706,17650,SC,0.8112310208925876
South Dakota,2022-04-06,46,237246,2893,SD,0.7375935995628718
Tennessee,2022-04-06,47,1973201,25532,TN,0.35896641157874243
Texas,2022-04-06,48,6695271,87696,TX,0.48243508964479653
Utah,2022-04-06,49,928148,4714,UT,0.06527481897643217
Vermont,2022-04-06,50,117529,620,VT,0.06975200921122227
Virgin Islands,2022-04-06,78,15726,111,,0.038842648013519665
Virginia,2022-04-06,51,1673382,19789,VA,0.8036183361421623
Washington,2022-04-06,53,1465384,12599,WA,0.5757888060434724
West Virginia,2022-04-06,54,498235,6741,WV,0.467879115253779
Wisconsin,2022-04-06,55,1588225,14335,WI,0.5775642954297049
Wyoming,2022-04-06,56,156264,1796,WY,0.45759838549505727
Alabama,2022-04-07,1,1296558,19374,AL,0.9028215699466133
Alaska,2022-04-07,2,247078,1192,AK,0.9403615176436874
American Samoa,2022-04-07,60,4957,8,,0.12960552178656404
Arizona,2022-04-07,4,2014020,29681,AZ,0.7566033939275535
Arkansas,2022-04-07,5,833485,11301,AR,0.2937900690941444
California,2022-04-07,6,9119878,89324,CA,0.5379494814519372
Colorado,2022-04-07,8,1359754,12197,CO,0.057793935186756684
Connecticut,2022-04-07,9,740203,10795,CT,0.8423999537610503
Delaware,2022-04-07,10,260291,2871,DE,0.10285884604662199
District of Columbia,2022-04-07,11,137603,1331,DC,0.7511539832063074
Florida,2022-04-07,12,5860656,73496,FL,0.8428019452783021
Georgia,2022-04-07,13,2432754,35847,GA,0.18881394058485113
Guam,2022-04-07,66,48483,353,,0.1504280402272038
Hawaii,2022-04-07,15,235797,1379,HI,0.2952851104104385
Idaho,2022-04-07,16,444676,4895,ID,0.8717692417916121
Illinois,2022-04-07,17,3083782,37751,IL,0.8744541662413932
Indiana,2022-04-07,18,1692248,23460,IN,0.5457754467282632
Iowa,2022-04-07,19,759475,9454,IA,0.8060332408331092
Kansas,2022-04-07,20,771216,8421,KS,0.10184655391876452
Kentucky,2022-04-07,21,1326304,15051,KY,0.4351670428934655
Louisiana,2022-04-07,22,1233356,17175,LA,0.31493092793748956
Maine,2022-04-07,23,237218,2219,ME,0.5749892838345527
Maryland,2022-04-07,24,1014978,14368,MD,0.3049185935697445
Massachusetts,2022-04-07,25,1708136,20141,MA,0.4557312575263279
Michigan,2022-04-07,26,2387517,35736,MI,0.31667893855980844
Minnesota,2022-04-07,27,1432857,12674,MN,0.6572045524723588
Mississippi,2022-04-07,28,795613,12410,MS,0.4160765684854745
Missouri,2022-04-07,29,1429400,20173,MO,0.3335668552783234
Montana,2022-04-07,30,273069,3255,MT,0.02578531198779932
Nebraska,2022-04-07,31,477977,4164,NE,0.08783048778872682
Nevada,2022-04-07,32,714299,10136,NV,0.7132344567257012
New Hampshire,2022-04-07,33,303472,2457,NH,0.07989047135367089
New Jersey,2022-04-07,34,2210227,33289,NJ,0.9344238855075503
New Mexico,2022-04-07,35,518820,7353,NM,0.06197211870274011
New York,2022-04-07,36,5005809,67378,NY,0.4096931566889177
North Carolina,2022-04-07,37,2635567,23267,NC,0.29539339549283095
North Dakota,2022-04-07,38,240020,2279,ND,0.35410569308283957
Northern Mariana Islands,2022-04-07,69,11158,33,,0.2664423669162431
Ohio,2022-04-07,39,2676629,38166,OH,0.7414350939036779
Oklahoma,2022-04-07,40,1035301,14087,OK,0.17789576825961062
Oregon,2022-04-07,41,706252,7281,OR,0.1923983477635398
Pennsylvania,2022-04-07,42,2786509,44391,PA,0.5266015507476502
Puerto Rico,2022-04-07,72,517901,4172,,0.6283599023556734
Rhode Island,2022-04-07,44,363033,3524,RI,0.535878861063913
South Carolina,2022-04-07,45,1469706,17650,SC,0.6820601873133559
South Dakota,2022-04-07,46,237246,2893,SD,0.695409909535388
Tennessee,2022-04-07,47,1973468,25613,TN,0.7515897864014344
Texas,2022-04-07,48,6699333,87735,TX,0.26332402516277664
Utah,2022-04-07,49,928847,4730,UT,0.5325551696779205
Vermont,2022-04-07,50,117742,620,VT,0.060918485813875045
Virgin Islands,2022-04-07,78,15740,111,,0.488414685164951
Virginia,2022-04-07,51,1674560,19823,VA,0.14127165329057012
Washington,2022-04-07,53,1465415,12602,WA,0.799204405175113
West Virginia,2022-04-07,54,498322,6749,WV,0.8468938764532832
Wisconsin,2022-04-07,55,1588925,14340,WI,0.2929863764199573
Wyoming,2022-04-07,56,156264,1796,WY,0.09641752686123761
Alabama,2022-04-08,1,1296730,19376,AL,0.7756105787940726
Alaska,2022-04-08,2,247078,1192,AK,0.01621900950723898
American Samoa,2022-04-08,60,4957,8,,0.3878080338325992
Arizona,2022-04-08,4,2014020,29681,AZ,0.3079776110439838
Arkansas,2022-04-08,5,833595,11301,AR,0.6170015343276513
California,2022-04-08,6,9132016,89426,CA,0.04522811205647559
Colorado,2022-04-08,8,1361839,12199,CO,0.7289281003624006
Connecticut,2022-04-08,9,740894,10801,CT,0.20477224681894868
Delaware,2022-04-08,10,259008,2871,DE,0.7453488963869169
District of Columbia,2022-04-08,11,137603,1331,DC,0.14743097117401538
Florida,2022-04-08,12,5862817,73538,FL,0.5055645869837007
Georgia,2022-04-08,13,2433184,35911,GA,0.004481214363213137
Guam,2022-04-08,66,48510,353,,0.4037242672391289
Hawaii,2022-04-08,15,235797,1379,HI,0.9069556054833396
Idaho,2022-04-08,16,444727,4898,ID,0.9602715981340577
Illinois,2022-04-08,17,3086087,37764,IL,0.3906892194991284
Indiana,2022-04-08,18,1692704,23479,IN,0.8257343532287632
Iowa,2022-04-08,19,759475,9454,IA,0.6694234041488848
Kansas,2022-04-08,20,771854,8500,KS,0.34741731849030044
Kentucky,2022-04-08,21,1326505,15054,KY,0.0004092292408924836
Louisiana,2022-04-08,22,1233479,17177,LA,0.6989857022838545
Maine,2022-04-08,23,237481,2221,ME,0.2517649979462505
Maryland,2022-04-08,24,1015622,14371,MD,0.8184050107351036
Massachusetts,2022-04-08,25,1709900,20143,MA,0.067189682963679
Michigan,2022-04-08,26,2387517,35736,MI,0.0066871948968394435
Minnesota,2022-04-08,27,1433465,12680,MN,0.4664098492650641
Mississippi,2022-04-08,28,795824,12413,MS,0.6125895599469273
Missouri,2022-04-08,29,1429494,20178,MO,0.08145630874557308
Montana,2022-04-08,30,273092,3255,MT,0.8555886828158744
Nebraska,2022-04-08,31,478044,4175,NE,0.06815912235687427
Nevada,2022-04-08,32,714478,10154,NV,0.597675014434917
New Hampshire,2022-04-08,33,303755,2458,NH,0.8964096908652052
New Jersey,2022-04-08,34,2212245,33294,NJ,0.5873472311493295
New Mexico,2022-04-08,35,518941,7362,NM,0.9136715202744751
New York,2022-04-08,36,5011544,67387,NY,0.9195189407650756
North Carolina,2022-04-08,37,2635742,23268,NC,0.5146131481121724
North Dakota,2022-04-08,38,240110,2298,ND,0.28435925591883804
Northern Mariana Islands,2022-04-08,69,11158,33,,0.8871577539896385
Ohio,2022-04-08,39,2676629,38166,OH,0.6616146096961997
Oklahoma,2022-04-08,40,1035301,14087,OK,0.4132008976831092
Oregon,2022-04-08,41,706687,7296,OR,0.9532517837424136
Pennsylvania,2022-04-08,42,2787687,44404,PA,0.7326747936729279
Puerto Rico,2022-04-08,72,518750,4173,,0.029604497938204966
Rhode Island,2022-04-08,44,363372,3525,RI,0.43250882917479494
South Carolina,2022-04-08,45,1469706,17650,SC,0.9222207183255252
South Dakota,2022-04-08,46,237246,2893,SD,0.783550524347933
Tennessee,2022-04-08,47,1973820,25618,TN,0.12576509448723316
Texas,2022-04-08,48,6701915,87747,TX,0.13365503325215877
Utah,2022-04-08,49,928847,4730,UT,0.8941266562317678
Vermont,2022-04-08,50,117991,620,VT,0.23315847319336402
Virgin Islands,2022-04-08,78,15764,111,,0.361419028729565
Virginia,2022-04-08,51,1675845,19859,VA,0.32902390654693103
Washington,2022-04-08,53,1468041,12623,WA,0.9401329401161175
West Virginia,2022-04-08,54,498414,6753,WV,0.16280472708570914
Wisconsin,2022-04-08,55,1590422,14344,WI,0.9484034333947086
Wyoming,2022-04-08,56,156281,1796,WY,0.5321178682440417
Alabama,2022-04-09,1,1296730,19376,AL,0.3874840124780128
Alaska,2022-04-09,2,247078,1192,AK,0.05960954965728449
American Samoa,2022-04-09,60,4957,8,,0.4014273436117859
Arizona,2022-04-09,4,2014020,29681,AZ,0.6703122364559534
Arkansas,2022-04-09,5,833655,11305,AR,0.39850555920855557
California,2022-04-09,6,9132019,89429,CA,0.8313507427127791
Colorado,2022-04-09,8,1361839,12199,CO,0.2068505463459881
Connecticut,2022-04-09,9,740894,10801,CT,0.5246045023900051
Delaware,2022-04-09,10,259118,2884,DE,0.8670516341158278
District of Columbia,2022-04-09,11,137603,1331,DC,0.06529746213879861
Florida,2022-04-09,12,5864866,73555,FL,0.18583151495854877
Georgia,2022-04-09,13,2433184,35911,GA,0.7037598288465783
Guam,2022-04-09,66,48510,353,,0.38726021731507243
Hawaii,2022-04-09,15,235797,1379,HI,0.8319001030615315
Idaho,2022-04-09,16,444727,4898,ID,0.9849701963931702
Illinois,2022-04-09,17,3086087,37764,IL,0.7153126265781545
Indiana,2022-04-09,18,1692704,23484,IN,0.33129550241407657
Iowa,2022-04-09,19,759721,9454,IA,0.7867220282957589
Kansas,2022-04-09,20,771854,8500,KS,0.8030643736143392
Kentucky,2022-04-09,21,1326623,15054,KY,0.7275315840136741
Louisiana,2022-04-09,22,1233479,17177,LA,0.6580205810762221
Maine,2022-04-09,23,237717,2222,ME,0.4330869047469671
Maryland,2022-04-09,24,1015622,14371,MD,0.9218240142227186
Massachusetts,2022-04-09,25,1709900,20143,MA,0.5827501325089852
Michigan,2022-04-09,26,2387517,35736,MI,0.5753796382455534
Minnesota,2022-04-09,27,1433465,12680,MN,0.6372275050869032
Mississippi,2022-04-09,28,795824,12413,MS,0.8649806924845724
Missouri,2022-04-09,29,1429493,20178,MO,0.5268498205163898
Montana,2022-04-09,30,273092,3255,MT,0.6096997274350213
Nebraska,2022-04-09,31,478044,4175,NE,0.09619797185320977
Nevada,2022-04-09,32,714652,10164,NV,0.5449664577808866
New Hampshire,2022-04-09,33,303755,2458,NH,0.700858193629516
New Jersey,2022-04-09,34,2213874,33299,NJ,0.7896199895858153
New Mexico,2022-04-09,35,518941,7362,NM,0.48105571660934776
New York,2022-04-09,36,5014807,67394,NY,0.7416139750403894
North Carolina,2022-04-09,37,2635742,23268,NC,0.5300776547622543
North Dakota,2022-04-09,38,240110,2301,ND,0.8807005416574483
Northern Mariana Islands,2022-04-09,69,11158,33,,0.33877569669885965
Ohio,2022-04-09,39,2676629,38166,OH,0.008407025978589
Oklahoma,2022-04-09,40,1036133,14087,OK,0.8501842477472045
Oregon,2022-04-09,41,706687,7296,OR,0.24563972697006098
Pennsylvania,2022-04-09,42,2788744,44417,PA,0.9360090352834379
Puerto Rico,2022-04-09,72,519460,4176,,0.6021101908929155
Rhode Island,2022-04-09,44,363372,3525,RI,0.8014104069276491
South Carolina,2022-04-09,45,1469706,17650,SC,0.6273795667872619
South Dakota,2022-04-09,46,237246,2893,SD,0.6824946430394007
Tennessee,2022-04-09,47,1974299,25757,TN,0.9429975079211285
Texas,2022-04-09,48,6704471,87796,TX,0.36594840057684797
Utah,2022-04-09,49,928847,4730,UT,0.7352871055246636
Vermont,2022-04-09,50,117991,620,VT,0.5541600816087732
Virgin Islands,2022-04-09,78,15764,111,,0.577922000504764
Virginia,2022-04-09,51,1675845,19859,VA,0.8513437300912592
Washington,2022-04-09,53,1468041,12623,WA,0.38395045461171207
West Virginia,2022-04-09,54,498414,6753,WV,0.9918015235926495
Wisconsin,2022-04-09,55,1590422,14344,WI,0.8773545740795384
Wyoming,2022-04-09,56,156281,1796,WY,0.7879395167489825
Alabama,2022-04-10,1,1296730,19376,AL,0.5365045623622
Alaska,2022-04-10,2,247078,1192,AK,0.06452453383061263
American Samoa,2022-04-10,60,4957,8,,0.7750483087383402
Arizona,2022-04-10,4,2014020,29681,AZ,0.3521204722607737
Arkansas,2022-04-10,5,833685,11308,AR,0.9924396604983111
California,2022-04-10,6,9132019,89438,CA,0.48024638523585306
Colorado,2022-04-10,8,1361839,12199,CO,0.0008050684718197143
Connecticut,2022-04-10,9,740894,10801,CT,0.044247045507599725
Delaware,2022-04-10,10,259259,2884,DE,0.34658892902270455
District of Columbia,2022-04-10,11,137603,1331,DC,0.10028148091605427
Florida,2022-04-10,12,5864866,73555,FL,0.5923865479109532
Georgia,2022-04-10,13,2433184,35911,GA,0.6015634308610037
Guam,2022-04-10,66,48534,353,,0.4444645079162458
Hawaii,2022-04-10,15,235797,1379,HI,0.1716324771765947
Idaho,2022-04-10,16,444727,4898,ID,0.1036246807657325
Illinois,2022-04-10,17,3086087,37764,IL,0.1612272575423801
Indiana,2022-04-10,18,1692704,23484,IN,0.43352816964833063
Iowa,2022-04-10,19,759721,9454,IA,0.21629477037967149
Kansas,2022-04-10,20,771924,8500,KS,0.1992186801675141
Kentucky,2022-04-10,21,1326658,15054,KY,0.6243020312260624
Louisiana,2022-04-10,22,1233479,17177,LA,0.6338253240982811
Maine,2022-04-10,23,237717,2222,ME,0.04716175419531854
Maryland,2022-04-10,24,1015622,14371,MD,0.4516846976599965
Massachusetts,2022-04-10,25,1709900,20143,MA,0.46542887815330425
Michigan,2022-04-10,26,2387517,35736,MI,0.27696722613037783
Minnesota,2022-04-10,27,1433465,12680,MN,0.16152205284869658
Mississippi,2022-04-10,28,795824,12413,MS,0.16927366414109923
Missouri,2022-04-10,29,1429493,20178,MO,0.3927727521902741
Montana,2022-04-10,30,273092,3255,MT,0.7188501942051806
Nebraska,2022-04-10,31,478044,4175,NE,0.24511943484309084
Nevada,2022-04-10,32,714652,10164,NV,0.21176817027027295
New Hampshire,2022-04-10,33,303755,2458,NH,0.10033873019414319
New Jersey,2022-04-10,34,2215685,33299,NJ,0.42761184182544953
New Mexico,2022-04-10,35,518941,7362,NM,0.6397250829136764
New York,2022-04-10,36,5018213,67401,NY,0.37964775429547803
North Carolina,2022-04-10,37,2635742,23268,NC,0.9626742359030941
North Dakota,2022-04-10,38,240110,2301,ND,0.9451656241306895
Northern Mariana Islands,2022-04-10,69,11158,33,,0.15878409805599047
Ohio,2022-04-10,39,2676629,38166,OH,0.4490890342970504
Oklahoma,2022-04-10,40,1036133,14087,OK,0.22586365126890484
Oregon,2022-04-10,41,706687,7296,OR,0.873699551340296
Pennsylvania,2022-04-10,42,2789262,44424,PA,0.9525718117131866
Puerto Rico,2022-04-10,72,520738,4177,,0.11440583789418235
Rhode Island,2022-04-10,44,363372,3525,RI,0.5219393017340069
South Carolina,2022-04-10,45,1469706,17650,SC,0.8652530976497436
South Dakota,2022-04-10,46,237246,2893,SD,0.5373939537667727
Tennessee,2022-04-10,47,1974299,25757,TN,0.39093008408689467
Texas,2022-04-10,48,6705343,87796,TX,0.9926831190151583
Utah,2022-04-10,49,928847,4730,UT,0.3043834793481295
Vermont,2022-04-10,50,117991,620,VT,0.35851797640497685
Virgin Islands,2022-04-10,78,15764,111,,0.08503531456932556
Virginia,2022-04-10,51,1675845,19859,VA,0.21355072661307917
Washington,2022-04-10,53,1468041,12623,WA,0.4320158052583165
West Virginia,2022-04-10,54,498414,6753,WV,0.7040049575094605
Wisconsin,2022-04-10,55,1590422,14344,WI,0.8544645077122419
Wyoming,2022-04-10,56,156281,1796,WY,0.9931757312430746
Alabama,2022-04-11,1,1297091,19379,AL,0.43095045627864204
Alaska,2022-04-11,2,247078,1192,AK,0.9963410570497253
American Samoa,2022-04-11,60,5341,12,,0.6209833821227644
Arizona,2022-04-11,4,2014020,29681,AZ,0.8987900225069585
Arkansas,2022-04-11,5,833718,11313,AR,0.1761067878445095
California,2022-04-11,6,9134794,89484,CA,0.0035005776335588212
Colorado,2022-04-11,8,1364849,12208,CO,0.8240478814377263
Connecticut,2022-04-11,9,742730,10802,CT,0.9472502921775386
Delaware,2022-04-11,10,259346,2884,DE,0.11626220932206832
District of Columbia,2022-04-11,11,137603,1331,DC,0.7025736373138356
Florida,2022-04-11,12,5867926,73583,FL,0.18270714756077688
Georgia,2022-04-11,13,2434702,35943,GA,0.49466719445616814
Guam,2022-04-11,66,48568,353,,0.09470874747900881
Hawaii,2022-04-11,15,235797,1379,HI,0.841304266930634
Idaho,2022-04-11,16,444847,4900,ID,0.9131379802556294
Illinois,2022-04-11,17,3090590,37777,IL,0.746361282743037
Indiana,2022-04-11,18,1693087,23486,IN,0.5565428042742812
Iowa,2022-04-11,19,759721,9454,IA,0.12540462152353093
Kansas,2022-04-11,20,772058,8501,KS,0.9983603107721291
Kentucky,2022-04-11,21,1329255,15211,KY,0.6783419201385475
Louisiana,2022-04-11,22,1233673,17182,LA,0.5746703278357082
Maine,2022-04-11,23,237717,2222,ME,0.10488642989552543
Maryland,2022-04-11,24,1017235,14377,MD,0.18988582116189467
Massachusetts,2022-04-11,25,1714167,20154,MA,0.3691160869014666
Michigan,2022-04-11,26,2387517,35736,MI,0.3760037703075578
Minnesota,2022-04-11,27,1434138,12687,MN,0.9409487609167312
Mississippi,2022-04-11,28,795824,12413,MS,0.9017699341341425
Missouri,2022-04-11,29,1429770,20178,MO,0.8824340239714734
Montana,2022-04-11,30,273163,3255,MT,0.5640168629767496
Nebraska,2022-04-11,31,478183,4175,NE,0.06457863826388466
Nevada,2022-04-11,32,714652,10164,NV,0.26046669174231085
New Hampshire,2022-04-11,33,304365,2459,NH,0.5378628548537362
New Jersey,2022-04-11,34,2216804,33308,NJ,0.6122054481864696
New Mexico,2022-04-11,35,519262,7375,NM,0.20328508637492304
New York,2022-04-11,36,5027587,67413,NY,0.6946702370298294
North Carolina,2022-04-11,37,2635871,23268,NC,0.7165645029033354
North Dakota,2022-04-11,38,240110,2301,ND,0.5339664303533269
Northern Mariana Islands,2022-04-11,69,11203,34,,0.65171791844534
Ohio,2022-04-11,39,2676629,38166,OH,0.5534462506501288
Oklahoma,2022-04-11,40,1036133,14087,OK,0.4091934733047716
Oregon,2022-04-11,41,707512,7315,OR,0.29388997424706775
Pennsylvania,2022-04-11,42,2789749,44425,PA,0.1528418077432161
Puerto Rico,2022-04-11,72,521407,4177,,0.09116993371916982
Rhode Island,2022-04-11,44,364184,3527,RI,0.8000544729171849
South Carolina,2022-04-11,45,1469706,17650,SC,0.18394226366623567
South Dakota,2022-04-11,46,237246,2893,SD,0.001063657424190012
Tennessee,2022-04-11,47,1974299,25757,TN,0.6194383502406343
Texas,2022-04-11,48,6707059,87801,TX,0.3674216618047762
Utah,2022-04-11,49,928847,4730,UT,0.8925163276238343
Vermont,2022-04-11,50,118520,623,VT,0.3575398155109245
Virgin Islands,2022-04-11,78,15764,111,,0.9717585433334679
Virginia,2022-04-11,51,1678215,19884,VA,0.7703398177467486
Washington,2022-04-11,53,1469439,12627,WA,0.029037246946475137
West Virginia,2022-04-11,54,498542,6755,WV,0.15737239435388695
Wisconsin,2022-04-11,55,1591806,14349,WI,0.3192091187325725
Wyoming,2022-04-11,56,156281,1796,WY,0.4006116827125912
Alabama,2022-04-12,1,1297305,19417,AL,0.48349216130227435
Alaska,2022-04-12,2,247078,1192,AK,0.3106206355141028
American Samoa,2022-04-12,60,5341,12,,0.812282816256615
Arizona,2022-04-12,4,2014020,29681,AZ,0.9630193020254796
Arkansas,2022-04-12,5,833821,11316,AR,0.08136187323670152
California,2022-04-12,6,9135719,89514,CA,0.5369895167258506
Colorado,2022-04-12,8,1365841,12231,CO,0.4135132831542211
Connecticut,2022-04-12,9,743361,10808,CT,0.965215018268205
Delaware,2022-04-12,10,259419,2884,DE,0.8739241748471964
District of Columbia,2022-04-12,11,138939,1333,DC,0.31111933541328507
Florida,2022-04-12,12,5870034,73588,FL,0.2300205916424265
Georgia,2022-04-12,13,2435197,35969,GA,0.7306108447096893
Guam,2022-04-12,66,48600,353,,0.9344286395187515
Hawaii,2022-04-12,15,235797,1379,HI,0.9230423999849727
Idaho,2022-04-12,16,444959,4908,ID,0.4360883340255137
Illinois,2022-04-12,17,3092335,37789,IL,0.2500630369250757
Indiana,2022-04-12,18,1693087,23493,IN,0.3786474782144078
Iowa,2022-04-12,19,760025,9454,IA,0.38779201447104383
Kansas,2022-04-12,20,772058,8501,KS,0.2352103407105306
Kentucky,2022-04-12,21,1329383,15212,KY,0.9624033864589454
Louisiana,2022-04-12,22,1233871,17185,LA,0.8480196447161611
Maine,2022-04-12,23,238169,2269,ME,0.49635893354131744
Maryland,2022-04-12,24,1017734,14385,MD,0.2148436552856674
Massachusetts,2022-04-12,25,1716149,20166,MA,0.23269403056384108
Michigan,2022-04-12,26,2387517,35736,MI,0.013924307260355984
Minnesota,2022-04-12,27,1435472,12689,MN,0.4720378708349505
Mississippi,2022-04-12,28,796023,12414,MS,0.9550235940236274
Missouri,2022-04-12,29,1429914,20181,MO,0.009888743105569864
Montana,2022-04-12,30,273221,3259,MT,0.017606554313136624
Nebraska,2022-04-12,31,478250,4190,NE,0.46642940285960666
Nevada,2022-04-12,32,714925,10185,NV,0.9739471898270777
New Hampshire,2022-04-12,33,304503,2463,NH,0.09668721866460062
New Jersey,2022-04-12,34,2218786,33313,NJ,0.3060403696978232
New Mexico,2022-04-12,35,519342,7385,NM,0.951582428930383
New York,2022-04-12,36,5031095,67427,NY,0.45433611443926314
North Carolina,2022-04-12,37,2635984,23268,NC,0.9598834189521315
North Dakota,2022-04-12,38,240172,2301,ND,0.48997023236976733
Northern Mariana Islands,2022-04-12,69,11203,34,,0.4995845013839638
Ohio,2022-04-12,39,2676629,38166,OH,0.029244525012258604
Oklahoma,2022-04-12,40,1036495,14087,OK,0.267937701423008
Oregon,2022-04-12,41,707987,7399,OR,0.6414960446310267
Pennsylvania,2022-04-12,42,2791018,44442,PA,0.24423188941322627
Puerto Rico,2022-04-12,72,521524,4177,,0.9450293112570629
Rhode Island,2022-04-12,44,364648,3527,RI,0.23456702057723644
South Carolina,2022-04-12,45,1470597,17698,SC,0.3632000083113228
South Dakota,2022-04-12,46,237246,2893,SD,0.3002823613941704
Tennessee,2022-04-12,47,1974870,25766,TN,0.02402832752283135
Texas,2022-04-12,48,6709497,87843,TX,0.11951555481802101
Utah,2022-04-12,49,928847,4730,UT,0.9351187108356125
Vermont,2022-04-12,50,118683,623,VT,0.2052714219642109
Virgin Islands,2022-04-12,78,15801,111,,0.7283611322644168
Virginia,2022-04-12,51,1679418,19918,VA,0.6912937469189219
Washington,2022-04-12,53,1469449,12627,WA,0.8767483654478185
West Virginia,2022-04-12,54,498618,6774,WV,0.6156621457768068
Wisconsin,2022-04-12,55,1592500,14372,WI,0.8681917504425287
Wyoming,2022-04-12,56,156258,1801,WY,0.09639539156999077
Alabama,2022-04-13,1,1297461,19441,AL,0.5556627452773094
Alaska,2022-04-13,2,248375,1196,AK,0.7605232268632702
American Samoa,2022-04-13,60,5341,12,,0.8421831859035763
Arizona,2022-04-13,4,2016797,29823,AZ,0.222508342590779
Arkansas,2022-04-13,5,833948,11325,AR,0.7907257234198639
California,2022-04-13,6,9136777,89554,CA,0.4358608082167912
Colorado,2022-04-13,8,1367421,12243,CO,0.8139894602576667
Connecticut,2022-04-13,9,744052,10809,CT,0.40466550455381955
Delaware,2022-04-13,10,259570,2884,DE,0.7606992762992628
District of Columbia,2022-04-13,11,139160,1333,DC,0.07720819414641589
Florida,2022-04-13,12,5872586,73622,FL,0.3671967271118812
Georgia,2022-04-13,13,2435807,35999,GA,0.9059515787414515
Guam,2022-04-13,66,48624,353,,0.5894116750664139
Hawaii,2022-04-13,15,237097,1387,HI,0.3460034479238502
Idaho,2022-04-13,16,445002,4908,ID,0.4309368870025537
Illinois,2022-04-13,17,3094402,37800,IL,0.9591242875110186
Indiana,2022-04-13,18,1693567,23502,IN,0.2673202806877433
Iowa,2022-04-13,19,760293,9475,IA,0.6405667081254375
Kansas,2022-04-13,20,772058,8501,KS,0.7191221870969428
Kentucky,2022-04-13,21,1329496,15212,KY,0.20899781902483405
Louisiana,2022-04-13,22,1234146,17191,LA,0.574489334374321
Maine,2022-04-13,23,238774,2276,ME,0.08481779775256515
